Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Days at Company
1,1,0,3.0,7.0,6.5,0.6,5838
1,1,0,4.0,6.0,6.4,0.63,5754
0,0,0,3.0,7.0,7.7,0.6,5984
0,1,1,2.0,5.0,4.6,0.4,5938
1,0,0,4.0,6.0,7.4,0.62,5881
1,1,0,4.0,7.0,5.4,0.5,6094
1,1,0,4.0,7.0,10.0,0.9,6036
0,1,1,2.0,5.0,7.1,0.48,5772
0,1,0,3.0,5.0,5.8,0.43,6023
0,1,1,2.0,3.0,4.0,0.34,6003
0,0,0,2.0,5.0,6.5,0.53,5898
0,1,0,5.0,8.0,8.6,0.89,6069
1,1,1,2.0,4.0,3.4,0.23,5872
1,0,0,2.0,3.0,3.3,0.21,5774
0,1,0,2.0,3.0,3.6,0.25,5861
0,1,1,3.0,4.0,5.3,0.47,5747
1,1,0,3.0,6.0,6.5,0.56,5915
1,1,0,0.0,1.0,3.5,0.13,5999
0,0,1,3.0,5.0,6.4,0.4,6042
0,0,0,3.0,7.0,7.6,0.76,5942
0,1,0,5.0,9.0,9.4,0.8,6105
0,1,1,1.0,3.0,6.2,0.42,5939
1,0,0,3.0,6.0,8.1,0.68,5959
0,1,0,4.0,7.0,7.4,0.59,5844
0,1,0,2.0,6.0,9.0,0.76,6071
0,1,0,2.0,4.0,5.6,0.34,5928
0,1,0,3.0,5.0,7.2,0.54,5743
1,1,1,2.0,5.0,4.8,0.31,6078
1,1,0,2.0,5.0,7.7,0.57,6030
0,1,0,2.0,3.0,3.6,0.29,5780
1,1,0,3.0,7.0,7.1,0.51,5796
1,1,0,2.0,4.0,6.1,0.51,5893
1,1,0,2.0,6.0,7.4,0.56,6091
1,1,1,0.0,1.0,1.6,0.13,6004
1,0,1,2.0,3.0,4.0,0.27,5896
1,1,0,3.0,7.0,6.1,0.58,6095
1,0,0,2.0,6.0,6.3,0.6,5825
1,1,0,2.0,5.0,5.9,0.55,5970
1,0,1,2.0,3.0,3.1,0.19,5843
1,1,1,2.0,5.0,6.0,0.45,5793
0,1,0,3.0,7.0,7.0,0.64,6093
0,1,1,4.0,9.0,9.0,0.74,5918
1,1,1,3.0,5.0,6.7,0.46,5747
1,1,0,3.0,5.0,6.3,0.51,6085
1,0,0,1.0,2.0,2.8,0.08,5752
1,1,1,2.0,3.0,5.3,0.43,5906
1,0,1,2.0,3.0,2.4,0.18,5962
0,1,1,3.0,5.0,6.9,0.69,5885
0,0,1,3.0,5.0,6.6,0.48,5774
0,1,1,1.0,3.0,4.4,0.36,5897
0,1,1,1.0,3.0,5.4,0.47,5868
1,1,0,1.0,1.0,1.2,0.06,5969
0,1,0,3.0,5.0,8.2,0.66,5879
0,1,1,1.0,1.0,3.5,0.29,5998
0,1,1,3.0,4.0,6.0,0.48,5781
1,0,1,3.0,6.0,5.6,0.42,6055
0,1,1,3.0,5.0,5.6,0.33,5905
1,0,1,3.0,6.0,5.0,0.33,5936
1,1,0,3.0,7.0,7.2,0.64,5859
0,0,0,4.0,9.0,8.8,0.72,5782
0,0,1,2.0,5.0,4.7,0.39,5933
0,1,0,1.0,3.0,6.7,0.45,5749
0,0,0,2.0,5.0,7.3,0.63,6006
0,1,1,3.0,4.0,5.8,0.45,5784
1,1,0,5.0,8.0,8.4,0.72,6106
1,0,0,3.0,8.0,8.9,0.71,5934
1,0,1,2.0,5.0,4.1,0.35,5789
0,1,1,2.0,4.0,5.3,0.43,5843
1,0,0,3.0,8.0,7.3,0.71,5972
1,1,1,1.0,2.0,4.4,0.24,5953
1,1,1,4.0,7.0,6.2,0.57,5973
0,1,1,4.0,7.0,7.8,0.65,5903
0,0,1,2.0,2.0,4.3,0.2,6078
0,0,1,3.0,6.0,6.8,0.47,6049
0,1,0,3.0,5.0,7.0,0.47,5881
0,0,0,2.0,4.0,6.7,0.57,5772
1,1,0,4.0,9.0,8.3,0.78,5803
0,1,1,3.0,4.0,7.1,0.49,5981
1,1,0,3.0,6.0,6.0,0.43,5777
0,1,0,4.0,8.0,7.8,0.59,6103
0,1,1,1.0,4.0,5.0,0.46,6025
0,1,1,1.0,3.0,5.7,0.42,5852
0,1,0,2.0,4.0,5.1,0.33,5848
0,0,1,3.0,5.0,5.8,0.39,6071
1,1,0,3.0,6.0,6.9,0.55,6058
1,1,1,3.0,7.0,7.5,0.54,5855
0,1,1,2.0,3.0,4.3,0.24,5933
1,1,1,3.0,5.0,6.4,0.5,5795
0,1,0,3.0,5.0,6.1,0.48,6046
0,1,0,4.0,7.0,9.0,0.81,6030
0,1,0,4.0,6.0,7.3,0.61,5744
0,1,0,2.0,5.0,8.1,0.65,5883
1,0,1,1.0,4.0,6.5,0.49,5921
0,1,0,3.0,7.0,6.3,0.52,5856
0,1,0,0.0,1.0,2.1,0.07,5771
0,1,1,0.0,2.0,2.8,0.22,5981
0,1,1,1.0,2.0,4.1,0.19,5859
1,0,0,2.0,4.0,4.2,0.35,6061
0,1,0,5.0,9.0,9.0,0.83,5858
1,1,1,4.0,7.0,7.2,0.51,5945
0,1,0,2.0,3.0,6.2,0.43,5861
1,1,1,2.0,5.0,6.5,0.48,5749
0,1,1,3.0,5.0,5.9,0.49,5773
0,1,0,2.0,5.0,7.2,0.67,5950
0,0,0,2.0,5.0,6.5,0.51,5887
1,0,0,1.0,5.0,6.4,0.51,5857
0,0,0,2.0,4.0,6.3,0.61,5913
0,0,0,2.0,6.0,7.8,0.61,5865
0,1,0,4.0,8.0,8.7,0.75,5908
0,1,1,3.0,7.0,7.2,0.52,5874
1,0,1,3.0,8.0,8.6,0.83,6100
0,1,1,1.0,2.0,3.1,0.26,5978
0,1,1,2.0,2.0,1.0,0.06,6094
1,1,0,4.0,8.0,8.0,0.72,5876
1,1,0,3.0,6.0,6.1,0.41,5944
0,1,1,3.0,5.0,5.3,0.47,6106
1,1,0,4.0,6.0,7.2,0.67,5894
0,1,0,2.0,7.0,7.9,0.72,5987
1,1,0,1.0,3.0,6.3,0.54,6047
1,1,0,3.0,5.0,7.7,0.63,5852
0,1,0,2.0,4.0,5.8,0.49,5934
0,0,0,3.0,6.0,7.3,0.5,6098
0,0,0,3.0,5.0,6.2,0.53,5960
1,0,1,3.0,7.0,8.9,0.73,5834
0,1,0,2.0,4.0,7.6,0.62,6090
0,0,0,4.0,6.0,7.4,0.57,5951
0,0,0,3.0,7.0,8.0,0.7,5816
0,1,1,4.0,7.0,6.8,0.69,5871
0,1,1,3.0,4.0,5.9,0.4,5920
1,1,0,2.0,4.0,6.4,0.63,6048
0,1,1,1.0,4.0,4.3,0.35,5784
1,1,1,2.0,5.0,5.3,0.43,5832
0,1,1,4.0,8.0,8.9,0.84,6071
1,1,1,1.0,1.0,3.4,0.25,5973
1,1,0,2.0,4.0,5.7,0.35,5939
1,1,0,1.0,1.0,2.1,0.17,6053
1,1,0,1.0,4.0,5.2,0.42,5828
0,1,1,2.0,4.0,6.6,0.44,5771
0,1,1,1.0,3.0,5.5,0.39,5772
1,0,1,1.0,2.0,3.4,0.16,5868
1,0,0,2.0,5.0,5.4,0.33,5875
0,1,0,3.0,5.0,6.3,0.59,5785
0,1,0,4.0,6.0,7.4,0.66,5951
1,0,1,2.0,5.0,6.4,0.48,5903
0,0,1,3.0,6.0,4.8,0.43,5917
1,0,1,2.0,4.0,4.7,0.4,5881
0,1,0,2.0,4.0,3.6,0.22,5924
1,1,1,3.0,7.0,6.9,0.62,5895
0,0,1,1.0,3.0,5.5,0.31,6041
1,1,1,3.0,5.0,5.9,0.42,5911
0,0,1,1.0,2.0,3.2,0.25,5893
0,1,0,1.0,2.0,5.4,0.37,5795
1,0,1,2.0,3.0,5.3,0.47,5996
0,0,1,1.0,3.0,4.6,0.37,5780
1,1,0,3.0,5.0,6.4,0.45,6038
1,0,0,3.0,6.0,6.6,0.61,5864
0,1,0,1.0,3.0,5.3,0.3,5831
0,1,1,5.0,10.0,8.5,0.74,5820
1,1,0,3.0,6.0,6.6,0.56,6078
0,1,0,2.0,3.0,5.8,0.41,6050
0,0,0,3.0,5.0,5.3,0.43,6103
0,1,1,2.0,2.0,2.2,0.15,5878
0,1,0,2.0,5.0,7.4,0.55,5873
1,0,0,2.0,5.0,7.3,0.53,5898
0,1,1,3.0,6.0,7.4,0.61,5852
0,1,0,2.0,5.0,7.3,0.65,5891
1,1,1,2.0,2.0,2.8,0.18,6054
0,0,1,1.0,1.0,4.3,0.23,5930
1,1,1,3.0,7.0,6.9,0.62,5832
0,1,0,4.0,7.0,9.9,0.86,5750
1,1,1,2.0,3.0,6.2,0.45,6043
0,1,0,4.0,7.0,7.5,0.56,5914
0,1,0,4.0,6.0,7.4,0.52,5752
1,1,0,4.0,7.0,9.3,0.78,6028
1,1,0,1.0,1.0,3.2,0.21,5817
0,0,1,3.0,6.0,5.3,0.45,5800
1,0,1,4.0,9.0,9.7,0.99,5777
1,1,1,1.0,3.0,5.1,0.43,6025
0,0,0,4.0,6.0,6.8,0.68,6090
0,1,1,1.0,2.0,5.4,0.47,6080
0,1,1,1.0,4.0,5.3,0.4,5770
1,1,0,4.0,9.0,9.2,1.0,5893
1,1,1,2.0,3.0,4.7,0.26,5819
0,0,1,3.0,4.0,5.1,0.37,6057
1,1,0,3.0,6.0,7.4,0.73,5913
0,0,1,3.0,5.0,4.1,0.3,5765
0,0,1,2.0,4.0,4.7,0.33,6107
0,0,1,2.0,4.0,3.6,0.31,5934
1,1,0,2.0,4.0,5.8,0.34,5849
1,0,1,2.0,3.0,5.8,0.36,5853
1,0,1,2.0,3.0,5.9,0.49,5898
0,1,1,3.0,7.0,7.7,0.7,5787
1,1,1,3.0,5.0,6.8,0.47,5975
0,0,0,3.0,5.0,5.7,0.46,5887
1,1,1,1.0,3.0,5.1,0.3,5777
0,0,1,1.0,1.0,1.1,0.09,5967
1,1,0,5.0,9.0,9.5,0.84,6041
0,0,1,3.0,5.0,6.2,0.46,5961
1,1,0,2.0,5.0,7.5,0.53,5877
0,1,1,5.0,9.0,8.9,0.88,5854
1,1,1,1.0,2.0,5.2,0.41,5968
1,1,1,3.0,4.0,7.0,0.48,5929
0,0,1,2.0,3.0,3.7,0.24,6026
1,1,0,2.0,3.0,4.4,0.37,6005
1,1,0,3.0,7.0,6.6,0.59,5979
1,0,1,2.0,4.0,6.0,0.42,5972
1,1,0,3.0,4.0,6.8,0.49,5773
1,1,0,3.0,5.0,6.3,0.61,5824
0,1,0,1.0,2.0,5.2,0.4,6090
0,1,0,2.0,4.0,5.7,0.51,5934
1,1,0,2.0,6.0,7.7,0.57,5843
1,1,1,3.0,6.0,6.9,0.56,6029
1,1,1,1.0,1.0,2.2,0.09,5808
1,1,0,2.0,4.0,6.9,0.54,5755
1,1,0,4.0,7.0,7.0,0.66,6004
0,0,1,2.0,3.0,4.8,0.44,6087
1,1,0,3.0,5.0,6.2,0.47,5825
0,0,1,3.0,6.0,6.4,0.44,5964
1,1,1,2.0,4.0,4.7,0.36,6090
0,1,0,1.0,2.0,2.9,0.11,5853
1,1,1,3.0,5.0,4.5,0.37,6042
1,0,0,2.0,4.0,7.1,0.51,5938
0,1,1,1.0,1.0,3.7,0.21,5810
0,1,1,4.0,9.0,7.4,0.74,6006
0,0,1,3.0,5.0,5.3,0.36,5982
1,1,1,4.0,7.0,8.2,0.7,6105
1,0,0,1.0,3.0,2.7,0.18,5838
1,1,1,2.0,5.0,6.5,0.49,5827
0,0,0,3.0,6.0,5.3,0.43,5756
1,0,1,3.0,5.0,6.0,0.42,5877
1,0,1,2.0,6.0,6.7,0.51,6060
1,1,0,3.0,5.0,7.8,0.62,5776
1,1,1,3.0,4.0,5.4,0.38,6005
1,1,1,2.0,6.0,7.4,0.68,5950
0,1,1,3.0,6.0,5.5,0.47,5887
0,1,1,3.0,5.0,6.8,0.48,6033
1,0,1,3.0,5.0,6.6,0.6,5834
1,1,1,2.0,6.0,7.3,0.55,5948
1,1,0,4.0,8.0,9.1,0.73,5996
1,1,0,3.0,7.0,6.0,0.51,5852
0,1,1,1.0,2.0,3.5,0.3,5841
0,0,0,3.0,6.0,6.8,0.54,6041
1,0,0,3.0,6.0,6.4,0.62,6080
0,1,1,3.0,5.0,6.5,0.43,6013
1,1,0,3.0,4.0,3.8,0.29,5746
1,1,1,2.0,3.0,6.9,0.5,5885
0,1,1,1.0,2.0,4.8,0.39,5744
1,0,0,3.0,7.0,8.6,0.74,5824
1,0,1,2.0,1.0,2.7,0.08,6086
1,1,0,1.0,4.0,6.4,0.51,5749
1,1,1,2.0,5.0,8.2,0.71,6007
1,1,1,0.0,1.0,2.5,0.16,6014
0,0,1,3.0,5.0,5.5,0.5,5904
1,0,0,2.0,4.0,5.8,0.4,5799
1,0,1,1.0,3.0,2.8,0.13,5845
0,1,0,3.0,6.0,8.0,0.73,6062
0,0,0,2.0,3.0,2.9,0.24,5778
0,0,1,3.0,7.0,7.3,0.55,5902
1,1,0,3.0,6.0,6.3,0.6,6041
1,1,1,1.0,3.0,4.6,0.34,5918
1,0,1,0.0,1.0,3.2,0.22,5967
1,0,1,2.0,4.0,7.7,0.65,6102
1,1,1,3.0,5.0,6.1,0.42,5781
0,0,0,2.0,6.0,6.0,0.52,5815
0,1,0,3.0,5.0,6.1,0.47,6048
0,0,1,4.0,7.0,7.2,0.67,5947
1,1,1,1.0,3.0,5.5,0.34,5885
1,1,0,2.0,5.0,5.4,0.45,5987
1,1,1,3.0,6.0,6.1,0.47,5784
1,1,0,2.0,3.0,3.4,0.23,6081
1,1,0,1.0,3.0,5.9,0.35,5752
1,0,1,1.0,3.0,5.3,0.3,6053
1,0,1,1.0,2.0,5.4,0.39,5882
0,0,1,1.0,3.0,4.0,0.33,5814
1,1,0,2.0,4.0,4.4,0.36,6034
0,0,0,4.0,8.0,7.7,0.72,5959
0,1,1,2.0,5.0,4.7,0.38,6041
0,1,1,3.0,6.0,6.6,0.47,6103
1,0,0,4.0,7.0,8.6,0.69,6014
1,1,1,2.0,4.0,3.6,0.19,6000
1,1,1,2.0,4.0,5.0,0.45,6045
0,0,1,2.0,4.0,5.7,0.36,5891
1,1,0,3.0,7.0,6.0,0.51,5747
1,1,0,0.0,1.0,2.5,0.16,5819
0,0,1,1.0,1.0,1.5,0.12,5969
1,0,0,3.0,6.0,7.7,0.58,5889
0,1,1,3.0,6.0,5.9,0.5,5770
0,1,0,1.0,3.0,7.2,0.5,5786
1,1,1,2.0,3.0,3.0,0.23,5904
0,1,0,4.0,6.0,8.4,0.67,5894
0,1,1,1.0,3.0,4.7,0.27,5957
0,0,1,2.0,3.0,4.1,0.29,5873
0,1,0,4.0,6.0,7.1,0.69,5883
1,1,0,4.0,6.0,6.8,0.53,5861
0,1,1,3.0,5.0,5.3,0.39,6052
0,0,1,3.0,5.0,6.2,0.43,5883
0,0,0,1.0,2.0,3.9,0.27,5858
0,1,0,2.0,4.0,4.1,0.33,6083
1,1,0,2.0,6.0,7.6,0.62,5908
1,1,0,1.0,2.0,6.3,0.46,5962
0,1,1,3.0,6.0,6.6,0.46,5811
1,0,0,3.0,5.0,7.7,0.68,5755
0,1,1,3.0,5.0,5.6,0.43,6069
1,1,0,1.0,4.0,7.6,0.55,5917
0,1,0,2.0,6.0,8.0,0.69,5884
0,1,0,2.0,6.0,7.4,0.56,5995
0,0,1,0.0,1.0,3.6,0.3,6102
1,1,0,2.0,5.0,6.2,0.56,6107
1,1,0,3.0,6.0,6.1,0.51,6036
0,1,0,4.0,8.0,9.0,0.93,6032
0,1,1,1.0,3.0,3.2,0.26,5922
0,1,1,1.0,1.0,4.4,0.25,5920
0,1,1,2.0,4.0,6.0,0.42,5749
1,1,1,0.0,2.0,4.1,0.23,5865
1,0,1,2.0,4.0,5.6,0.4,6020
1,1,1,2.0,4.0,5.1,0.3,5766
1,1,0,1.0,2.0,4.8,0.24,5999
0,1,0,4.0,8.0,9.1,0.79,5967
1,1,0,1.0,2.0,2.4,0.15,6027
0,0,1,1.0,4.0,6.0,0.38,6086
1,1,0,3.0,6.0,5.6,0.54,5888
1,0,1,1.0,3.0,3.4,0.28,6063
0,1,1,1.0,2.0,2.8,0.08,5793
1,1,0,3.0,7.0,8.1,0.71,5761
0,0,1,2.0,4.0,6.7,0.45,5889
0,0,0,2.0,5.0,8.4,0.67,5870
0,0,1,1.0,2.0,4.1,0.35,6029
1,1,0,3.0,6.0,7.1,0.61,5997
0,0,1,1.0,3.0,3.2,0.26,6084
0,1,1,3.0,5.0,6.4,0.42,6027
1,1,1,2.0,4.0,4.4,0.33,5979
1,1,1,1.0,2.0,4.9,0.42,5777
1,0,0,2.0,5.0,6.7,0.63,5898
1,1,0,4.0,9.0,9.0,0.72,5779
0,1,0,1.0,4.0,4.8,0.32,5980
1,1,0,2.0,6.0,6.4,0.61,5794
0,1,0,1.0,4.0,4.6,0.36,5757
0,1,1,3.0,8.0,9.3,0.89,5764
1,1,0,2.0,4.0,6.5,0.56,5819
1,0,0,4.0,8.0,8.3,0.67,6066
1,1,0,3.0,6.0,5.8,0.5,5986
0,0,1,2.0,3.0,5.5,0.33,5880
0,1,0,3.0,7.0,8.6,0.78,6057
0,1,1,2.0,6.0,9.0,0.75,5948
1,1,0,0.0,1.0,2.5,0.08,6066
1,0,0,3.0,6.0,7.5,0.69,5785
1,1,1,3.0,6.0,7.3,0.56,5911
1,1,1,1.0,2.0,2.7,0.22,6007
1,1,0,3.0,7.0,6.6,0.56,5864
0,0,0,1.0,1.0,2.6,0.11,5947
0,0,0,1.0,3.0,6.9,0.47,5893
0,1,0,1.0,3.0,5.6,0.51,5826
1,1,0,3.0,5.0,7.2,0.56,5804
0,1,0,3.0,6.0,7.3,0.6,5898
1,0,0,2.0,4.0,7.3,0.52,6042
0,1,0,3.0,5.0,6.7,0.58,6005
0,0,0,2.0,4.0,6.8,0.45,5837
1,1,1,0.0,1.0,3.8,0.27,6006
1,1,0,4.0,7.0,6.8,0.56,5866
0,0,1,1.0,1.0,4.4,0.29,6071
0,1,1,2.0,7.0,7.8,0.7,5844
1,1,1,2.0,5.0,6.1,0.37,6015
0,0,0,2.0,5.0,7.8,0.67,5782
0,1,0,3.0,6.0,5.5,0.45,6093
0,1,0,2.0,3.0,4.0,0.28,5925
0,0,1,3.0,5.0,6.7,0.45,5907
0,0,1,1.0,2.0,0.0,0.0,6043
0,1,1,2.0,4.0,5.6,0.48,5852
1,1,1,3.0,7.0,8.8,0.7,5943
1,1,1,5.0,9.0,10.0,0.9,6054
0,0,1,2.0,3.0,6.2,0.39,5929
0,1,0,1.0,2.0,4.3,0.24,5989
1,1,1,4.0,9.0,8.5,0.75,6001
0,1,1,2.0,5.0,6.8,0.48,5956
1,0,0,2.0,4.0,7.1,0.62,5988
0,1,0,1.0,3.0,5.5,0.41,6028
1,1,0,5.0,9.0,9.8,0.85,5907
0,1,1,2.0,3.0,6.6,0.48,6092
1,1,0,3.0,5.0,8.2,0.62,5934
1,0,1,2.0,4.0,3.1,0.24,6055
1,0,0,3.0,6.0,7.5,0.54,5860
0,0,1,1.0,2.0,4.5,0.26,5817
0,0,1,1.0,3.0,5.1,0.47,5761
0,1,0,2.0,6.0,8.0,0.71,5840
0,1,0,3.0,5.0,6.3,0.56,5770
0,1,0,4.0,8.0,6.4,0.6,6103
1,1,0,0.0,2.0,3.3,0.21,5964
0,1,1,1.0,3.0,6.4,0.4,6063
1,1,0,3.0,7.0,6.3,0.51,5919
0,1,0,0.0,1.0,4.5,0.24,5863
1,0,0,4.0,7.0,7.2,0.61,5774
1,1,0,5.0,10.0,8.8,0.97,6076
1,1,1,3.0,5.0,6.7,0.58,5914
0,0,0,1.0,3.0,4.2,0.32,5902
0,0,0,1.0,4.0,5.3,0.38,6081
0,1,0,3.0,6.0,5.4,0.45,6011
1,1,0,2.0,5.0,6.8,0.66,6103
0,1,1,1.0,4.0,6.9,0.54,6061
0,1,0,3.0,7.0,6.8,0.6,5768
0,1,0,2.0,3.0,4.2,0.31,5799
1,0,1,2.0,4.0,4.8,0.28,5755
1,0,1,2.0,4.0,2.3,0.15,5798
1,1,0,3.0,6.0,7.4,0.63,6031
0,1,0,2.0,5.0,7.5,0.73,5914
0,0,0,2.0,3.0,6.1,0.43,6026
1,1,1,2.0,4.0,7.6,0.68,6075
0,1,0,3.0,6.0,7.1,0.6,5949
1,1,1,3.0,7.0,5.8,0.54,5926
0,0,1,0.0,1.0,2.4,0.19,5836
0,1,1,3.0,4.0,4.3,0.35,5820
1,1,1,0.0,2.0,4.8,0.28,5831
1,1,1,2.0,3.0,2.2,0.18,6072
0,1,0,2.0,6.0,7.4,0.63,5943
1,1,1,5.0,9.0,9.0,0.81,6051
1,1,1,2.0,2.0,4.3,0.25,5888
0,1,1,2.0,4.0,7.1,0.5,5953
0,0,1,2.0,2.0,2.8,0.21,5814
0,1,0,1.0,5.0,7.2,0.52,5884
0,0,1,2.0,4.0,4.2,0.36,5882
1,1,0,3.0,7.0,6.4,0.55,5972
1,0,1,2.0,4.0,6.3,0.49,5996
1,1,1,0.0,1.0,4.0,0.17,5834
0,0,1,2.0,3.0,3.4,0.22,6058
0,1,1,3.0,4.0,6.4,0.4,5775
1,1,0,4.0,7.0,7.1,0.61,5955
0,1,0,2.0,6.0,6.0,0.58,5884
1,1,1,3.0,5.0,5.5,0.49,5843
1,1,1,2.0,3.0,3.1,0.25,5944
1,0,0,1.0,2.0,3.8,0.32,5878
0,0,0,5.0,9.0,9.4,0.79,6079
1,1,0,0.0,2.0,2.8,0.22,5798
0,0,1,2.0,3.0,4.2,0.31,6038
1,1,1,2.0,4.0,1.8,0.12,6058
0,1,0,2.0,4.0,6.7,0.66,5831
0,1,1,2.0,3.0,3.5,0.24,5847
0,1,1,2.0,4.0,6.8,0.45,6108
0,1,1,1.0,2.0,6.0,0.36,6016
0,1,0,3.0,5.0,7.8,0.58,6014
1,1,1,2.0,4.0,7.1,0.59,5889
0,0,1,1.0,1.0,1.9,0.04,5957
0,0,0,2.0,4.0,6.0,0.43,6066
1,1,1,2.0,2.0,3.5,0.23,6098
1,1,1,3.0,7.0,6.3,0.58,6015
1,1,0,4.0,7.0,6.0,0.53,6092
1,1,1,2.0,5.0,4.5,0.37,6107
0,0,0,2.0,4.0,5.5,0.44,5797
0,0,1,0.0,2.0,3.1,0.26,5989
0,0,0,2.0,4.0,3.3,0.21,5851
0,0,0,2.0,4.0,6.2,0.42,5851
0,0,1,1.0,2.0,1.5,0.06,6048
0,0,1,2.0,3.0,2.8,0.23,5826
1,0,1,3.0,6.0,4.4,0.35,6047
0,1,1,1.0,2.0,4.1,0.29,6033
0,1,1,2.0,5.0,6.3,0.48,5872
1,1,0,1.0,2.0,3.9,0.3,5788
1,1,1,1.0,3.0,4.7,0.33,5749
0,0,1,1.0,2.0,5.3,0.29,6106
1,1,0,2.0,5.0,7.6,0.58,6089
0,0,0,5.0,9.0,8.5,0.87,5847
1,0,1,4.0,7.0,5.8,0.53,6072
1,1,0,3.0,6.0,7.1,0.68,5841
1,1,1,2.0,3.0,3.8,0.25,5960
1,0,0,2.0,6.0,8.0,0.6,5938
0,1,1,2.0,3.0,2.5,0.06,5767
0,0,1,0.0,1.0,4.3,0.2,6021
0,1,0,2.0,5.0,3.8,0.31,6023
1,1,1,4.0,9.0,7.4,0.7,6063
1,1,1,2.0,3.0,5.6,0.33,5782
0,0,0,2.0,5.0,8.3,0.65,5831
0,1,0,2.0,4.0,3.0,0.21,5799
1,1,0,3.0,8.0,8.3,0.86,6107
1,1,0,1.0,2.0,3.2,0.23,5919
0,0,0,5.0,10.0,8.6,0.76,6076
0,0,1,2.0,3.0,5.7,0.47,6051
1,1,1,2.0,4.0,6.5,0.53,6075
0,1,0,1.0,2.0,2.7,0.13,5806
1,1,1,3.0,4.0,7.1,0.49,6018
1,1,0,1.0,3.0,4.4,0.37,5977
0,1,0,1.0,2.0,4.2,0.25,5995
1,1,0,3.0,6.0,7.9,0.63,6106
0,0,0,1.0,3.0,5.9,0.42,6007
0,0,1,1.0,3.0,5.2,0.39,5786
0,1,1,3.0,4.0,5.5,0.47,5774
1,1,1,3.0,5.0,4.6,0.38,5892
0,0,1,1.0,2.0,4.6,0.41,6003
1,0,1,4.0,7.0,7.3,0.51,6030
0,0,0,2.0,3.0,5.2,0.33,5919
0,0,0,4.0,8.0,8.2,0.75,6069
0,1,1,2.0,5.0,6.8,0.48,5777
1,0,0,3.0,8.0,8.2,0.72,5846
1,1,0,2.0,4.0,6.5,0.44,5854
1,0,1,2.0,3.0,3.8,0.29,5881
0,1,1,2.0,4.0,6.2,0.48,5993
0,1,1,1.0,2.0,4.2,0.3,6081
0,0,1,2.0,2.0,5.0,0.26,5852
1,1,1,2.0,5.0,5.5,0.43,5985
1,0,1,1.0,3.0,3.7,0.22,5869
0,1,1,1.0,2.0,3.0,0.17,5986
0,1,1,1.0,3.0,4.1,0.27,5974
0,1,0,2.0,5.0,5.5,0.32,5945
0,1,1,0.0,1.0,1.5,0.03,5962
1,0,1,2.0,4.0,4.1,0.32,5946
0,1,0,3.0,5.0,5.2,0.43,5771
1,1,1,2.0,5.0,5.0,0.43,5799
1,0,0,1.0,4.0,6.9,0.52,5995
0,0,1,2.0,4.0,4.9,0.33,5746
0,1,0,3.0,6.0,4.0,0.34,5825
1,0,0,4.0,7.0,8.1,0.69,5974
0,1,0,1.0,1.0,0.0,0.01,5964
0,1,0,5.0,10.0,9.7,0.87,5909
1,0,0,2.0,4.0,4.0,0.18,5985
0,1,1,2.0,4.0,5.9,0.45,5796
1,1,0,3.0,6.0,6.5,0.55,5926
1,1,1,3.0,5.0,6.5,0.49,5852
0,1,0,2.0,4.0,4.1,0.27,5750
1,0,0,3.0,5.0,6.6,0.57,6074
0,0,0,3.0,5.0,4.4,0.38,5785
0,0,1,2.0,3.0,5.0,0.28,5975
0,0,0,1.0,2.0,3.7,0.28,6056
0,1,0,2.0,3.0,5.5,0.39,5772
0,1,0,3.0,6.0,8.1,0.6,5868
1,1,1,0.0,1.0,0.0,0.0,6091
0,1,1,2.0,5.0,3.8,0.32,6075
1,1,0,4.0,6.0,7.6,0.62,5878
0,0,0,4.0,9.0,8.5,0.7,5825
1,0,0,4.0,8.0,7.7,0.77,5789
0,1,1,3.0,5.0,5.4,0.36,6016
0,1,0,3.0,6.0,8.0,0.6,5922
1,1,1,5.0,9.0,9.2,0.89,5790
0,0,0,2.0,6.0,6.9,0.56,6076
1,1,0,3.0,7.0,8.4,0.72,5858
0,1,1,3.0,7.0,7.6,0.69,5993
0,1,0,2.0,3.0,2.1,0.16,6026
1,0,1,4.0,8.0,8.3,0.83,6106
0,1,1,1.0,1.0,0.0,0.0,5898
1,1,0,4.0,9.0,7.7,0.76,5815
0,1,1,1.0,3.0,4.9,0.42,5914
0,1,0,4.0,6.0,6.7,0.64,6107
1,1,1,3.0,5.0,7.3,0.53,5816
1,0,1,4.0,6.0,7.7,0.64,5974
1,0,0,3.0,6.0,5.9,0.54,6018
1,1,0,1.0,3.0,5.4,0.4,5944
0,1,1,2.0,5.0,5.7,0.53,5892
0,0,1,3.0,5.0,5.9,0.35,5868
1,0,0,3.0,5.0,6.7,0.64,5901
0,0,0,2.0,3.0,6.6,0.5,6044
0,1,0,4.0,9.0,7.0,0.71,5783
1,0,1,3.0,5.0,6.8,0.47,6011
0,1,0,3.0,6.0,5.7,0.43,6101
0,0,0,2.0,4.0,4.2,0.24,5978
1,0,1,2.0,4.0,2.6,0.14,5781
1,0,1,1.0,4.0,5.2,0.36,6041
0,1,1,1.0,3.0,5.6,0.33,5942
0,1,1,4.0,8.0,7.7,0.65,5831
1,0,0,4.0,10.0,10.0,0.98,5998
1,0,1,1.0,4.0,6.5,0.41,5979
1,1,0,2.0,6.0,7.5,0.59,5805
